year,month,day,hour,latitude,longitude,imma_version,attm_count,time_indicator,latlong_indicator,ship_course,ship_speed,national_source_indicator,id_indicator,callsign,country_code,wind_direction_indicator,wind_direction_true,wind_speed_indicator,wind_speed,visibility_indicator,visibility,present_weather,past_weather,sea_level_pressure,characteristic_of_ppp,amt_pressure_tend,indicator_for_temp,air_temperature,wbt_indicator,wetbulb_temperature,dpt_indicator,dewpoint_temperature,sst_measurement_method,sea_surface_temp,total_cloud_amount,lower_cloud_amount,low_cloud_type,cloud_height_indicator,cloud_height,middle_cloud_type,high_cloud_type,wave_direction,wave_period,wave_height,swell_direction,swell_period,swell_height,box_system_indicator,ten_degree_box_number,one_degree_box_number,deck,source_id,platform_type,dup_status,dup_check,track_check,pressure_bias,wave_period_indicator,swell_period_indicator,second_country_code,adaptive_qc_flags,nightday_flag,trimming_flags,ncdc_qc_flags,external,landlocked_flag,source_exclusion_flags,unique_report_id,release_no_primary,release_no_secondary,release_no_tertiary,release_status_indicator,intermediate_reject_flag,timestamp
2017,3,17,0,27,"-76,8",1,4,0,0,4,3,,1,H3GR,,0,10,4,"5,1",,98,1,1,1024,4,0,0,19,0,15,,"12,3",3,"20,8",6,4,1,,7,6,A,,4,"0,5",34,6,"1,5",,242,76,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NBRK80,3,0,1,0,1,17/03/2017 0:00:00
2017,3,14,9,"28,5",-80,1,4,0,0,8,3,,1,H3GR,,0,280,4,19,,97,81,2,1008,4,0,0,19,0,17,,"15,9",3,23,6,4,4,,5,7,A,,5,"1,5",31,5,"2,5",,241,80,992,114,5,1,2,,,,,,,1,115111,11111111111111,,,,NBFWN4,3,0,1,0,1,14/03/2017 9:00:00
2017,3,11,2,"31,7","-72,4",1,4,0,0,7,4,,1,H3VU,,0,280,4,"25,7",,97,17,9,"1011,9",3,"0,2",0,20,0,18,,"16,7",1,21,6,4,9,,5,7,8,,6,3,28,6,3,,206,12,992,114,5,1,2,,,,,,,1,115111,11111111111111,,,,NB0ZL3,3,0,1,0,1,11/03/2017 2:00:00
2017,3,20,18,"53,4","-159,8",1,4,0,0,7,4,,1,H9LA,,0,10,4,"3,6",,99,2,2,"1013,3",1,"0,4",0,,0,-1,,"-2,7",1,,5,5,4,,7,4,3,,1,"0,5",3,2,"1,5",,126,39,992,114,5,1,2,,,,,,,2,411111,11111111111111,,,,NC8M4X,3,0,1,0,1,20/03/2017 18:00:00
2017,7,1,6,"51,6","166,1",1,4,0,0,5,4,,1,H9LA,,0,260,4,"6,7",,91,45,4,1004,2,"1,5",0,7,0,7,,7,1,7,9,9,A,,A,A,A,,1,"1,5",24,1,1,,122,16,992,114,5,1,2,,,,,,,2,111113,11111111111111,,,,NPDZMT,3,0,1,0,1,1/07/2017 6:00:00
2017,3,14,20,26,"151,1",1,4,0,0,5,3,,1,H9TE,,0,210,4,19,,97,2,2,998,6,3,3,23,0,22,,22,1,22,8,3,7,,4,4,7,,5,"4,5",23,5,"4,5",,229,61,992,114,5,1,2,,,,,,,1,111341,11111111111111,,,,NBHYII,3,0,1,0,1,14/03/2017 20:00:00
2017,4,28,5,23,"117,4",1,4,0,0,5,3,,1,HPOP,,0,360,3,"12,9",,97,2,1,"1016,7",4,0,0,20,0,18,,"16,7",,20,6,,4,,5,A,A,,10,2,36,10,3,,225,37,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NH469U,3,0,1,0,1,28/04/2017 5:00:00
2017,3,17,19,"-11,5","72,9",1,4,0,0,1,3,,1,HPOP,,0,90,3,"7,7",,97,3,5,"1010,9",2,1,0,25,0,24,,"23,5",,30,8,,7,,3,7,0,,15,"2,5",9,15,3,,365,12,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NBV6AE,3,0,1,0,1,17/03/2017 19:00:00
2017,5,2,7,"8,4","109,6",1,4,0,0,5,3,,1,HPOP,,0,180,3,"6,2",,98,2,1,"1012,7",4,0,0,,0,29,,"26,8",,32,4,,5,,6,A,A,,10,"0,5",18,10,2,,296,89,992,114,5,1,2,,,,,,,2,171112,11111111111111,,,,NHN294,3,0,1,0,1,2/05/2017 7:00:00
2017,3,10,11,"-27,1","44,7",1,4,0,0,1,2,,1,HPOP,,0,180,3,"16,5",,97,3,2,1003,7,2,0,24,0,23,,"22,5",,29,7,,7,,3,7,A,,12,"3,5",23,12,"4,5",,398,74,992,114,5,1,2,,,,,,,2,111541,11111111111111,,,,NAY5ME,3,0,1,0,1,10/03/2017 11:00:00
2017,3,16,22,"-13,4","69,5",1,4,0,0,1,3,,1,HPOP,,0,90,3,"10,3",,97,3,2,"1008,9",4,0,0,25,0,24,,"23,5",,29,8,,8,,5,5,0,,12,3,6,12,"3,5",,364,39,992,114,5,1,2,,,,,,,1,121111,11111111111111,,,,NBR71S,3,0,1,0,1,16/03/2017 22:00:00
2017,3,29,18,"7,7","109,4",1,4,0,0,1,3,,1,HPOP,,0,90,3,"9,3",,97,3,2,"1010,7",7,1,0,26,0,24,,"23,1",,28,6,,A,,A,7,A,,12,2,9,12,"2,5",,296,79,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NDDD5V,3,0,1,0,1,29/03/2017 18:00:00
2017,3,3,2,"-30,4","8,5",1,4,0,0,2,3,,1,HPOP,,0,180,3,"9,8",,98,3,1,"1016,9",7,1,0,19,0,17,,"15,7",,23,6,,5,,5,7,A,,15,2,22,15,"2,5",,466,8,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NA0L5A,3,0,1,0,1,3/03/2017 2:00:00
2017,3,11,10,"-25,1","47,7",1,4,0,0,1,2,,1,HPOP,,0,200,3,"7,2",,97,1,2,"1009,9",4,0,0,28,0,27,,"26,6",,29,5,,9,,5,4,A,,15,3,18,15,"3,5",,398,57,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NB2HCN,3,0,1,0,1,11/03/2017 10:00:00
2017,4,26,6,"30,9","123,8",1,4,0,0,4,3,,1,HPOP,,0,360,3,"9,3",,97,3,2,1019,4,0,0,14,0,12,,"10,2",,11,8,,7,,2,A,A,,10,2,36,10,2,,190,3,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NGV21S,3,0,1,0,1,26/04/2017 6:00:00
2017,4,23,3,"27,6","-79,7",1,4,0,0,7,2,,1,HPYE,,0,120,4,"10,3",,98,2,2,1013,4,0,0,24,0,"17,8",,"13,5",1,"26,2",7,7,7,,6,7,A,,10,"0,5",13,10,"0,5",,242,79,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NGGKDR,3,0,1,0,1,23/04/2017 3:00:00
2017,7,30,17,"21,5","-72,4",1,4,0,0,2,3,,1,J8NW,,0,140,3,"7,7",,98,2,1,1013,4,0,0,27,0,27,,27,1,31,3,3,1,,6,4,5,,3,4,15,2,4,,242,12,992,114,5,1,2,,,,,,,2,111113,11111111111111,,,,NT5UN3,3,0,1,0,1,30/07/2017 17:00:00
2017,8,9,5,"23,4","-74,3",1,4,0,0,7,3,,1,J8NW,,0,100,3,"8,2",,97,3,6,1013,3,1,0,25,0,25,,25,1,"26,5",8,8,6,,3,7,8,,3,"1,5",11,2,1,,242,34,992,114,5,1,2,,,,,,,1,121113,11111111111111,,,,NUDWP1,3,0,1,0,1,9/08/2017 5:00:00
2017,2,10,23,"21,4","-72,2",1,4,0,0,3,3,,1,J8NX,,0,90,3,"4,1",,97,1,1,1022,5,"0,5",0,26,0,21,,"18,2",1,23,5,5,4,,5,4,4,,3,"0,5",9,3,"0,5",,242,12,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,N7HAGH,3,0,1,0,1,10/02/2017 23:00:00
2017,2,14,2,"26,7",-80,1,4,0,0,2,3,,1,J8NY,,0,140,3,"6,2",,97,1,1,1017,4,0,0,23,0,21,,"20,1",1,25,4,4,1,,4,4,4,,3,"1,5",11,3,"1,5",,241,60,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,N7VDU9,3,0,1,0,1,14/02/2017 2:00:00
2017,3,28,3,"26,5","-79,1",1,4,0,0,2,3,,1,J8NY,,0,90,3,"5,7",,97,2,0,1017,1,1,0,22,0,20,,19,1,26,4,4,4,,5,4,4,,2,1,8,1,1,,242,69,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,ND63W4,3,0,1,0,1,28/03/2017 3:00:00
2017,5,26,1,"20,4",-83,1,4,0,0,3,3,,1,J8NY,,0,180,3,"8,7",,97,2,1,1014,0,1,0,28,0,27,,"26,7",1,29,5,5,4,,5,4,4,,2,1,16,2,1,,241,3,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NKP15N,3,0,1,0,1,26/05/2017 1:00:00
2017,5,20,12,"19,6","-76,9",1,4,0,0,2,3,,1,J8NY,,0,110,3,"10,3",,97,2,0,1014,4,0,0,27,0,25,,"24,3",1,29,4,4,1,,4,4,5,,3,2,12,3,2,,278,96,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NJZ5Q8,3,0,1,0,1,20/05/2017 12:00:00
2017,2,5,3,"24,5","-80,8",1,4,0,0,1,3,,1,J8NZ,,0,50,4,"9,3",,97,2,1,"1020,5",0,0,0,24,0,20,,"17,7",1,27,4,4,1,,5,4,5,,2,4,5,2,4,,241,40,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,N6R4IT,3,0,1,0,1,5/02/2017 3:00:00
2017,4,19,13,"17,8","-67,5",1,4,0,0,6,3,,1,J8PB,,0,90,4,"8,2",,98,3,1,"1015,5",0,"0,5",0,28,0,23,,"20,5",1,26,6,6,1,,5,4,4,,7,"0,5",11,7,"0,5",,279,77,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NFZXOE,3,0,1,0,1,19/04/2017 13:00:00
2017,3,8,21,"18,1","-69,1",1,4,0,0,6,2,,1,J8PB,,0,70,4,"10,3",,97,1,2,"1017,3",8,"0,7",0,25,0,21,,"18,8",1,"24,6",5,4,4,,5,7,0,,3,2,9,4,3,,279,89,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NAR08N,3,0,1,0,1,8/03/2017 21:00:00
2017,6,7,13,"17,8","-67,7",1,4,0,0,6,3,,1,J8PB,,0,90,4,"8,7",,98,3,1,"1014,5",0,"0,5",0,30,0,24,,"21,1",1,26,5,5,2,,5,4,4,,8,"0,5",13,9,1,,279,77,992,114,5,1,2,,,,,,,2,111114,11111111111111,,,,NMB5VK,3,0,1,0,1,7/06/2017 13:00:00
2017,3,13,9,"17,3","-62,9",1,4,0,0,3,3,,1,J8PB,,0,90,4,"6,2",,97,3,2,"1014,5",8,"0,2",0,25,0,22,,"20,5",1,"25,8",7,4,3,,4,6,2,,2,"0,5",11,3,"1,5",,279,72,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NBBE5D,3,0,1,0,1,13/03/2017 9:00:00
2017,2,8,7,"17,8","-66,6",1,4,0,0,6,3,,1,J8PB,,0,80,4,"7,7",,97,3,1,"1014,5",6,"0,5",0,22,0,22,,22,1,28,5,5,4,,4,6,4,,5,1,9,4,1,,279,76,992,114,5,1,2,,,,,,,1,121113,11111111111111,,,,N758KM,3,0,1,0,1,8/02/2017 7:00:00
2017,8,7,6,"19,5","-81,7",1,4,0,0,7,3,,1,J8PD,,0,140,3,"10,3",,97,2,1,"1013,1",8,"0,9",0,27,0,26,,"25,6",1,30,7,6,7,,3,1,8,,2,1,11,11,3,,277,91,992,114,5,1,2,,,,,,,1,111511,11111111111111,,,,NU4TET,3,0,1,0,1,7/08/2017 6:00:00
2017,6,3,0,"28,6","-74,1",1,4,0,0,8,4,,1,JFRO,,0,180,4,"2,1",,97,3,2,"1017,8",4,0,0,27,0,24,,"22,8",1,"27,2",8,2,1,,4,2,A,,2,0,14,6,"0,5",,242,84,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NLPTDB,3,0,1,0,1,3/06/2017 0:00:00
2017,7,9,12,"8,2","71,4",1,4,0,0,2,4,,1,JFRO,,0,300,4,"11,3",,97,2,6,"1008,8",8,1,0,28,0,26,,"25,3",1,"29,6",8,3,5,,5,2,9,,2,1,29,5,1,,293,81,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NQGCKT,3,0,1,0,1,9/07/2017 12:00:00
2017,5,23,6,"9,1","-90,1",1,4,0,0,2,4,,1,JFRO,,0,100,4,"3,6",,97,1,1,"1011,8",1,1,0,28,0,26,,"25,3",1,"28,6",2,1,4,,4,1,A,,2,"0,5",27,6,"0,5",,312,90,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NKC0WV,3,0,1,0,1,23/05/2017 6:00:00
2017,7,31,6,"16,1","130,3",1,4,0,0,4,2,,1,JFYD,,0,250,4,"6,7",,98,3,2,"1006,1",7,"1,3",0,31,0,28,,"27,1",1,"30,3",6,6,2,,4,1,2,,4,"1,5",23,4,2,,263,60,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NT8CVC,3,0,1,0,1,31/07/2017 6:00:00
2017,6,23,"23,83","22,2","133,5",1,4,2,0,4,2,,1,JFYD,,0,140,4,"5,1",,98,2,2,"1010,6",1,"0,2",0,30,0,26,,"24,6",1,"29,3",6,5,2,,6,4,3,,2,"0,5",14,2,1,,227,23,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NOG3EO,3,0,1,0,1,23/06/2017 23:49:00
2017,8,18,0,"20,7","132,9",1,4,0,0,8,3,,1,JFYD,,0,30,4,"5,7",,98,1,2,"1010,3",0,"0,1",0,"29,5",0,26,,"24,8",1,"31,3",6,3,2,,4,4,2,,5,"1,5",5,4,1,,227,2,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NVGYBV,3,0,1,0,1,18/08/2017 0:00:00
2017,6,17,"23,75","22,9","133,7",1,4,2,0,8,4,,1,JFYD,,0,240,4,"8,7",,98,2,1,"1010,9",1,"0,5",0,30,0,28,,"27,4",1,"28,7",6,5,4,,7,8,3,,4,"0,5",32,4,1,,227,23,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NNO071,3,0,1,0,1,17/06/2017 23:45:00
2017,3,10,6,"51,8","2,5",1,4,0,0,5,4,1,1,KABL,,0,180,4,"6,2",,99,1,1,"1028,8",4,0,0,9,0,7,,"4,5",1,9,4,3,9,,5,4,0,,12,1,18,12,2,,142,12,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NAX5X1,3,0,1,0,1,10/03/2017 6:00:00
2017,5,3,6,"27,1","-90,7",1,4,0,0,2,4,1,1,KABL,,0,110,4,"11,3",,98,2,2,"1015,9",4,0,0,24,0,23,,"22,5",1,26,3,2,5,,5,4,9,,3,"1,5",10,6,2,,240,70,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NHRIGF,3,0,1,0,1,3/05/2017 6:00:00
2017,8,4,0,"38,5","-63,4",1,4,0,0,6,4,1,1,KABL,,0,20,4,"5,1",,98,2,2,"1018,3",2,"0,9",0,26,0,25,,"24,6",1,"26,8",6,5,4,,3,7,8,,3,"0,5",38,8,2,,207,83,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NTPMAA,3,0,1,0,1,4/08/2017 0:00:00
2017,3,4,19,"29,2","-94,4",1,4,0,0,7,3,1,1,KABP,,0,80,4,"9,3",,97,50,5,"1028,8",7,"1,7",0,"19,9",0,"15,6",,"12,3",1,"18,7",8,,,,A,,,,4,"1,5",9,5,2,,240,94,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NA8E3V,3,0,1,0,1,4/03/2017 19:00:00
2017,2,5,16,"39,7","-54,6",1,4,0,0,2,5,1,1,KABP,,0,330,4,"13,9",,98,2,2,"1022,1",7,"0,2",0,"13,1",0,7,,"-2,3",1,"13,8",6,5,2,,7,0,4,,6,"3,5",35,9,4,,208,94,992,114,5,1,2,,,,,,,2,111112,11111111111111,,,,N6TL7S,3,0,1,0,1,5/02/2017 16:00:00
2017,3,8,18,"31,9","-78,2",1,4,0,0,1,4,1,1,KABP,,0,250,4,"9,8",,98,2,2,1025,7,"1,7",0,"26,4",0,21,,"17,9",1,"25,8",8,,,,A,,,,4,"2,5",27,4,"2,5",,206,18,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NAQF5I,3,0,1,0,1,8/03/2017 18:00:00
2017,5,10,18,"28,9","-80,1",1,4,0,0,4,3,1,1,KABP,,0,240,4,"3,1",,98,2,0,"1019,9",0,"0,2",0,25,0,"22,2",,"20,8",1,"23,9",2,1,A,,5,1,5,,3,"0,5",11,6,1,,241,80,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NIQ9S5,3,0,1,0,1,10/05/2017 18:00:00
2017,2,3,0,27,"-141,2",1,4,0,0,6,5,,1,KDBG,,0,250,4,"5,1",,98,2,0,1015,8,"1,3",0,"19,4",0,"14,4",,"10,1",1,"22,8",2,1,1,,5,6,1,,1,"1,5",30,12,2,,235,71,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,N6HFKI,3,0,1,0,1,3/02/2017 0:00:00
2017,1,23,0,"21,9",-156,1,4,0,0,5,4,,1,KFMV,,0,80,4,"12,9",,98,1,2,"1022,5",7,3,0,24,0,19,,"15,8",1,23,6,3,2,,3,6,1,,4,"2,5",9,8,"3,5",,234,16,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,N52UE3,3,0,1,0,1,23/01/2017 0:00:00
2017,7,19,6,"21,3","-160,9",1,4,0,0,1,4,,1,KFMV,,0,50,4,"7,7",,98,3,0,1016,4,0,0,27,0,25,,"24,1",1,27,3,3,1,,4,0,0,,6,1,9,6,1,,233,10,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NROWHU,3,0,1,0,1,19/07/2017 6:00:00
2017,8,23,6,"55,3","-142,3",1,4,0,0,3,4,,1,KGTX,,0,360,4,"11,8",,98,3,2,"1003,7",0,0,0,"15,6",0,"12,8",,"10,8",0,"14,4",6,6,2,,3,9,9,,4,1,24,11,2,,127,52,992,114,5,1,2,,,,,,,1,111211,11111111111111,,,,NW5393,3,0,1,0,1,23/08/2017 6:00:00
2017,6,21,12,"53,8","-137,8",1,4,0,0,3,4,,1,KGTX,,0,260,4,"9,8",,97,51,2,"1019,6",2,2,0,"10,8",0,"9,5",,"8,4",0,"10,8",8,8,6,,4,2,A,,4,1,25,11,2,,128,37,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NO4DP6,3,0,1,0,1,21/06/2017 12:00:00
2017,5,15,11,"56,8","-143,7",1,4,0,0,7,4,,1,KGTX,,0,340,3,"5,1",,98,2,0,1009,2,1,0,5,0,"2,2",,"-1,8",0,"6,1",1,1,1,,5,A,A,,3,"0,5",27,4,1,,127,63,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NJBLFC,3,0,1,0,1,15/05/2017 11:00:00
2017,5,14,23,"54,8","-138,1",1,4,0,0,7,4,,1,KGTX,,0,300,4,"12,3",,98,2,2,1003,2,1,0,"5,6",0,"2,8",,"-1,1",0,"7,2",6,6,2,,5,A,A,,5,"1,5",29,5,2,,128,48,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NJ98FC,3,0,1,0,1,14/05/2017 23:00:00
2017,8,1,18,"56,4","-146,2",1,4,0,0,3,4,,1,KGTX,,0,140,4,"7,2",,93,52,5,1022,2,1,0,"16,1",0,"14,4",,"13,3",0,"14,4",8,8,6,,3,2,A,,5,1,11,8,"2,5",,127,66,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NTF7DX,3,0,1,0,1,1/08/2017 18:00:00
2017,3,13,6,"55,8","-140,7",1,4,0,0,7,4,,1,KGTX,,0,20,4,"15,4",,97,2,2,"990,5",2,"3,9",0,"2,8",0,"2,2",,"1,4",1,"5,6",8,8,5,,6,A,A,,8,"3,5",7,10,3,,127,50,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NBASES,3,0,1,0,1,13/03/2017 6:00:00
2017,5,6,0,"54,8",-138,1,4,0,0,7,4,,1,KGTX,,0,330,4,"4,6",,98,3,2,"1012,6",2,2,0,"8,5",0,6,,"3,2",0,"7,5",7,6,4,,6,7,A,,2,"0,5",26,11,"2,5",,128,48,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NI4AXL,3,0,1,0,1,6/05/2017 0:00:00
2017,5,29,6,56,"-141,1",1,4,0,0,7,4,,1,KGTZ,,0,180,3,"2,6",,98,2,2,"1010,5",7,1,0,"7,8",0,"6,7",,"5,6",1,"8,3",8,6,2,,4,3,A,,3,"0,5",24,4,1,,127,61,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NL3XDU,3,0,1,0,1,29/05/2017 6:00:00
2017,3,1,11,"53,7","-137,3",1,4,0,0,3,4,,1,KGTZ,,0,280,3,"12,9",,98,2,0,"1012,4",2,4,0,"1,7",0,"0,6",,-1,1,"6,7",0,0,A,,9,A,A,,8,2,28,9,"2,5",,128,37,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,N9T522,3,0,1,0,1,1/03/2017 11:00:00
2017,8,8,18,"49,7","-129,3",1,4,0,0,3,4,,1,KGTZ,,0,340,4,"12,3",,97,1,4,"1018,5",7,"2,7",0,"16,1",0,"15,6",,"15,3",1,"16,1",1,1,4,,4,6,A,,2,1,32,3,"1,5",,165,99,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NUBQXS,3,0,1,0,1,8/08/2017 18:00:00
2017,6,16,18,54,"-136,1",1,4,0,0,7,5,,1,KIYI,,0,220,4,"7,2",,98,2,0,"1012,9",2,"3,9",0,"11,1",0,"8,9",,"6,4",1,"7,3",4,3,1,,4,8,A,,2,1,38,15,"1,5",,128,46,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NNI72X,3,0,1,0,1,16/06/2017 18:00:00
2017,6,2,6,"51,6",-131,1,4,0,0,7,5,,1,KIYI,,0,180,4,"7,7",,97,28,5,"1002,5",6,"3,4",0,"11,1",0,10,,"8,9",1,"7,4",8,8,2,,3,2,A,,1,1,28,13,3,,128,11,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NLM9UI,3,0,1,0,1,2/06/2017 6:00:00
2017,5,20,18,"58,4","-149,2",1,4,0,0,7,4,,1,KIYI,,0,140,4,"7,7",,97,28,5,"1009,9",6,"0,3",0,"7,2",0,"6,7",,"6,1",1,"6,4",8,8,6,,4,1,A,,2,"1,5",14,10,2,,127,89,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NK0AHD,3,0,1,0,1,20/05/2017 18:00:00
2017,7,10,3,"37,1","11,6",1,4,0,0,3,2,,1,KKFW,,0,170,3,"2,6",,99,2,0,"1014,5",7,"0,4",0,25,0,25,,25,1,26,0,0,0,,9,0,0,,2,"0,5",17,2,"0,5",,215,71,992,114,5,1,2,,,,,,,1,111113,11111111111111,,,,NQIW8F,3,0,1,0,1,10/07/2017 3:00:00
2017,8,4,13,"41,9","-56,6",1,4,0,0,7,2,,1,KKFW,,0,90,4,"9,3",,98,3,2,"1022,5",7,1,0,25,0,22,,"20,4",1,"25,6",2,2,8,,8,0,0,,2,1,7,4,1,,172,16,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NTS5AM,3,0,1,0,1,4/08/2017 13:00:00
2017,5,31,21,"34,4","-34,8",1,4,0,0,1,3,,1,KKFW,,0,240,4,"5,7",,98,3,1,"1022,5",2,2,0,"21,9",0,"19,9",,"18,8",1,"21,7",6,5,8,,4,3,9,,3,"0,5",29,4,1,,210,44,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NLFW41,3,0,1,0,1,31/05/2017 21:00:00
2017,6,17,14,"39,8",2,1,4,0,0,6,3,,1,KKFW,,0,230,4,"2,1",,98,5,0,"1018,2",4,0,0,"26,5",0,24,,"23,6",1,25,0,0,0,,9,0,0,,1,0,3,4,1,,214,92,992,114,5,0,,,,,,,,2,111111,11111111111111,,,,NNM4DS,3,0,1,0,1,17/06/2017 14:00:00
2017,5,2,12,"8,9","-57,5",1,4,0,0,7,3,,1,KOGH,,0,50,4,"11,3",,98,2,1,"1013,5",3,"1,4",0,27,0,27,,27,1,28,6,4,7,,3,1,2,,4,1,5,10,2,,316,87,992,114,5,1,2,,,,,,,2,111113,11111111111111,,,,NHO1B1,3,0,1,0,1,2/05/2017 12:00:00
2017,2,5,12,"23,3","-71,8",1,4,0,0,3,4,1,1,KPDL,,0,70,4,"7,7",,97,25,6,"1019,3",2,"1,6",0,"21,7",0,"21,1",,"20,8",1,"25,9",6,5,8,,5,A,A,,5,1,5,11,2,,242,31,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,N6SUC3,3,0,1,0,1,5/02/2017 12:00:00
2017,8,21,0,"20,5","-68,4",1,4,0,0,3,4,1,1,KPDL,,0,130,4,"8,7",,98,18,0,"1013,5",2,"0,8",0,30,0,"26,7",,"25,4",1,"29,3",3,3,4,,6,A,A,,6,1,10,10,"2,5",,243,8,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NVUS6Q,3,0,1,0,1,21/08/2017 0:00:00
2017,8,20,0,"25,6","-74,7",1,4,0,0,3,4,1,1,KPDL,,0,120,4,"7,2",,98,3,2,"1013,4",7,"0,2",0,30,0,"26,7",,"25,4",1,"29,7",8,8,7,,2,A,A,,5,1,12,9,"1,5",,242,54,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NVQ63G,3,0,1,0,1,20/08/2017 0:00:00
2017,3,15,18,"24,4",-116,1,4,0,0,3,4,,1,KRAU,,0,290,4,"7,7",,98,2,2,"1025,8",3,"1,6",0,"22,5",0,19,,"16,8",1,21,6,4,8,,5,4,0,,3,"0,5",34,5,1,,238,46,992,114,5,1,2,,,,,,,2,111131,11111111111111,,,,NBLVOI,3,0,1,0,1,15/03/2017 18:00:00
2017,5,30,12,7,"108,6",1,4,0,0,1,4,,1,KRAU,,0,190,4,"3,1",,98,2,0,"1010,8",3,"1,4",0,"28,5",0,26,,25,1,"30,9",3,2,2,,4,6,2,,7,"0,5",5,9,"0,5",,296,78,992,114,5,1,2,,,,,,,1,111111,11111111111111,,,,NL9RCJ,3,0,1,0,1,30/05/2017 12:00:00
2017,4,5,11,"32,7","-77,8",1,4,0,0,1,3,,1,KRAU,,0,250,4,"6,2",,98,2,2,"1013,4",2,"0,5",0,23,0,"22,1",,"21,7",1,"23,7",8,2,5,,5,1,A,,2,1,20,7,"1,5",,206,27,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,NE7JTJ,3,0,1,0,1,5/04/2017 11:00:00
2017,1,11,12,"30,2","-42,9",1,4,0,0,2,4,,1,KRAU,,0,90,4,"2,6",,98,20,5,"1022,7",2,2,0,20,0,18,,"16,7",1,22,3,,2,,4,A,8,,2,1,7,8,"2,5",,209,2,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,N3M0BG,3,0,1,0,1,11/01/2017 12:00:00
2017,2,20,0,"31,2",-125,1,4,0,0,5,4,,1,KRGB,,0,220,4,"10,3",,97,3,2,"1014,7",1,"0,3",0,"16,7",0,15,,"13,7",1,15,8,,7,,2,1,7,,12,1,24,10,1,,201,15,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,N8MA2O,3,0,1,0,1,20/02/2017 0:00:00
2017,2,22,18,"23,5","-149,2",1,4,0,0,6,5,,1,KRGB,,0,30,4,"12,9",,98,2,2,"1026,3",2,"1,2",0,"20,6",0,"16,1",,"12,7",1,"22,8",7,6,7,,2,7,A,,3,3,30,8,"2,5",,235,39,992,114,5,1,2,,,,,,,2,111111,11111111111111,,,,N8YPYX,3,0,1,0,1,22/02/2017 18:00:00
